name,s1_name,s1_type,s1_price,s2_name,s2_type,s2_price,s3_name,s3_type,s3_price,s4_name,s4_type,s4_price,stickers_json
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | Natus Vincere (Glitter) | Shanghai 2024","STICKER",22,"Sticker | jkaem | Paris 2023","STICKER",10,"Sticker | rain | Copenhagen 2024","STICKER",10,"Sticker | iM | Paris 2023","STICKER",10,"[{""name"":""Sticker | Natus Vincere (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | jkaem | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | rain | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | iM | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Gen.G | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | Natus Vincere (Glitter) | Paris 2023","STICKER",22,"Sticker | Natus Vincere (Glitter) | Paris 2023","STICKER",22,"","",,"","",,"[{""name"":""Sticker | Natus Vincere (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Natus Vincere (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":22}]"
"MAC-10 | Sakkaku (Field-Tested)","Sticker | m0NESY (Glitter) | Paris 2023","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | m0NESY (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":22}]"
"SG 553 | Dragon Tech (Minimal Wear)","Sticker | The MongolZ (Glitter) | Copenhagen 2024","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | The MongolZ (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ Glock-18 | Ironwork (Field-Tested)","Sticker | G2 Esports (Glitter) | Copenhagen 2024","STICKER",22,"Sticker | Explosive Strength","STICKER",10,"","",,"","",,"[{""name"":""Sticker | G2 Esports (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Explosive Strength"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | The MongolZ (Glitter) | Copenhagen 2024","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | The MongolZ (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":22}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | YEKINDAR (Glitter) | Antwerp 2022","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | YEKINDAR (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ Glock-18 | Wraiths (Battle-Scarred)","Sticker | fer (Glitter) | Antwerp 2022","STICKER",21,"","",,"","",,"","",,"[{""name"":""Sticker | fer (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":21}]"
"StatTrak™ M4A4 | Magnesium (Battle-Scarred)","Sticker | Boom Blast (Glitter)","STICKER",21,"Sticker | Boom Blast (Glitter)","STICKER",21,"Sticker | Strike A Pose","STICKER",10,"","",,"[{""name"":""Sticker | Boom Blast (Glitter)"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | Boom Blast (Glitter)"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | Strike A Pose"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | paiN Gaming (Glitter) | Copenhagen 2024","STICKER",21,"Sticker | paiN Gaming (Glitter) | Copenhagen 2024","STICKER",21,"Sticker | paiN Gaming (Glitter) | Copenhagen 2024","STICKER",21,"Sticker | paiN Gaming (Glitter) | Copenhagen 2024","STICKER",21,"[{""name"":""Sticker | paiN Gaming (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | paiN Gaming (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | paiN Gaming (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | paiN Gaming (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | paiN Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"USP-S | PC-GRN (Factory New)","Sticker | Boom Trail","STICKER",14,"Sticker | Boom Blast (Glitter)","STICKER",21,"","",,"","",,"[{""name"":""Sticker | Boom Trail"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | Boom Blast (Glitter)"",""type"":""STICKER"",""price"":21}]"
"CZ75-Auto | Eco (Well-Worn)","Sticker | VINI (Glitter) | Copenhagen 2024","STICKER",18,"","",,"","",,"","",,"[{""name"":""Sticker | VINI (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":18}]"
"CZ75-Auto | Eco (Well-Worn)","Sticker | felps (Glitter) | Shanghai 2024","STICKER",15,"Sticker | felps (Glitter) | Shanghai 2024","STICKER",15,"Sticker | Fluxo | Paris 2023","STICKER",10,"Sticker | Fluxo (Glitter) | Paris 2023","STICKER",18,"[{""name"":""Sticker | felps (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | felps (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":15},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fluxo (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Bronze Deco (Factory New)","Sticker | Natus Vincere | 2020 RMR","STICKER",10,"Sticker | shox (Glitter) | Antwerp 2022","STICKER",13,"Sticker | nin9 (Glitter) | Antwerp 2022","STICKER",18,"Sticker | Natus Vincere | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Natus Vincere | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | shox (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":13},{""name"":""Sticker | nin9 (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Natus Vincere | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | Fluxo (Glitter) | Paris 2023","STICKER",18,"Sticker | Fluxo | Paris 2023","STICKER",10,"Sticker | Fluxo | Paris 2023","STICKER",10,"Sticker | Fluxo | Paris 2023","STICKER",10,"[{""name"":""Sticker | Fluxo (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ USP-S | Ticket to Hell (Battle-Scarred)","Sticker | Into The Breach (Glitter) | Paris 2023","STICKER",18,"Sticker | Into The Breach (Glitter) | Paris 2023","STICKER",18,"","",,"","",,"[{""name"":""Sticker | Into The Breach (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Into The Breach (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | Fluxo (Glitter) | Paris 2023","STICKER",18,"Sticker | Fluxo (Glitter) | Paris 2023","STICKER",18,"Sticker | Fluxo (Glitter) | Paris 2023","STICKER",18,"","",,"[{""name"":""Sticker | Fluxo (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Fluxo (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | Fluxo (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":18}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested)","Sticker | G2 Esports (Glitter) | Paris 2023","STICKER",17,"","",,"","",,"","",,"[{""name"":""Sticker | G2 Esports (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":17}]"
"Five-SeveN | Violent Daimyo (Minimal Wear)","Sticker | IHC Esports (Glitter) | Antwerp 2022","STICKER",16,"","",,"","",,"","",,"[{""name"":""Sticker | IHC Esports (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":16}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Street Artist (Glitter)","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | Street Artist (Glitter)"",""type"":""STICKER"",""price"":15}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | ENCE (Glitter) | Antwerp 2022","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | ENCE (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":15}]"
"Five-SeveN | Capillary (Minimal Wear)","Sticker | hallzerk (Glitter) | Copenhagen 2024","STICKER",10,"Sticker | zont1x (Glitter, Champion) | Shanghai 2024","STICKER",10,"Sticker | G2 Esports (Glitter) | Shanghai 2024","STICKER",15,"","",,"[{""name"":""Sticker | hallzerk (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zont1x (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | G2 Esports (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":15}]"
"StatTrak™ Five-SeveN | Flame Test (Minimal Wear)","Sticker | biguzera (Glitter) | Shanghai 2024","STICKER",15,"","",,"","",,"","",,"[{""name"":""Sticker | biguzera (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":15}]"
"MAC-10 | Sakkaku (Field-Tested)","Sticker | iM (Glitter) | Paris 2023","STICKER",14,"","",,"","",,"","",,"[{""name"":""Sticker | iM (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":14}]"
"Desert Eagle | Light Rail (Well-Worn)","Sticker | mynio (Glitter) | Paris 2023","STICKER",12,"Sticker | ZywOo (Glitter, Champion) | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | mynio (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":12},{""name"":""Sticker | ZywOo (Glitter, Champion) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Grayhound Gaming (Glitter) | Paris 2023","STICKER",10,"Sticker | AKickflip-47","STICKER",11,"","",,"","",,"[{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | AKickflip-47"",""type"":""STICKER"",""price"":11}]"
"Galil AR | Green Apple (Factory New)","Sticker | Complexity Gaming (Glitter) | Paris 2023","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | Complexity Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | Complexity Gaming (Glitter) | Paris 2023","STICKER",11,"","",,"","",,"","",,"[{""name"":""Sticker | Complexity Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":11}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | Grayhound Gaming (Glitter) | Paris 2023","STICKER",10,"Sticker | Evil Geniuses | Stockholm 2021","STICKER",11,"Sticker | Heroic | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Evil Geniuses | Stockholm 2021"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | Heroic | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"AUG | Amber Slipstream (Factory New)","Sticker | FURIA | Paris 2023","STICKER",10,"Sticker | chelo | Antwerp 2022","STICKER",10,"Sticker | paiN Gaming | Paris 2023","STICKER",10,"Sticker | kauez (Glitter) | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | FURIA | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | chelo | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | paiN Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | kauez (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Blue Ply (Minimal Wear)","Sticker | ZywOo (Champion) | Paris 2023","STICKER",10,"Sticker | ZywOo (Champion) | Paris 2023","STICKER",10,"Sticker | Spinx (Champion) | Paris 2023","STICKER",10,"Sticker | Vitality (Glitter) | Paris 2023","STICKER",10,"[{""name"":""Sticker | ZywOo (Champion) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ZywOo (Champion) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Spinx (Champion) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Blue Ply (Minimal Wear)","Sticker | Bad News Eagles (Glitter) | Paris 2023","STICKER",10,"Sticker | Cloud9 | Antwerp 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Bad News Eagles (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Blue Ply (Minimal Wear)","Sticker | STYKO (Glitter) | Paris 2023","STICKER",10,"Sticker | saffee | Paris 2023","STICKER",10,"Sticker | jabbi | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | STYKO (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | saffee | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | jabbi | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Corinthian (Minimal Wear)","Sticker | Graviti (Glitter) | Shanghai 2024","STICKER",10,"Sticker | xertioN | Copenhagen 2024","STICKER",10,"Sticker | BLAST.tv | Paris 2023","STICKER",10,"Sticker | Team Spirit | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Graviti (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | xertioN | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Spirit | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Aleksib (Glitter) | Paris 2023","STICKER",10,"Sticker | v$m | Paris 2023","STICKER",10,"Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"Sticker | ANNIHILATION | Paris 2023","STICKER",10,"[{""name"":""Sticker | Aleksib (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | v$m | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ANNIHILATION | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | bLitz | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Cobalt Quartz (Factory New)","Sticker | Team Liquid (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Team Liquid (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Violent Daimyo (Minimal Wear)","Sticker | The MongolZ (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | The MongolZ (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | KSCERATO (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | KSCERATO (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | ENCE (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ENCE (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | rain | Paris 2023","STICKER",10,"Sticker | History | Paris 2023","STICKER",10,"Sticker | sk0R | Paris 2023","STICKER",10,"Sticker | KEi (Glitter) | Paris 2023","STICKER",10,"[{""name"":""Sticker | rain | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | History | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | sk0R | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | KEi (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Etch Lord (Well-Worn)","Sticker | 9INE | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"Sticker | insani (Glitter) | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | insani (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | insani (Glitter) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"MAC-10 | Candy Apple (Factory New)","Sticker | Jerry (Glitter) | Paris 2023","STICKER",10,"Sticker | Jerry (Glitter) | Paris 2023","STICKER",10,"Sticker | Jerry (Glitter) | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | Jerry (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Jerry (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Jerry (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"MP9 | Capillary (Minimal Wear)","Sticker | felps (Glitter) | Paris 2023","STICKER",10,"Sticker | Lucaozy (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | felps (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Lucaozy (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"MP9 | Deadly Poison (Minimal Wear)","Sticker | S1ren (Glitter) | Antwerp 2022","STICKER",10,"Sticker | Tuurtle | Antwerp 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | S1ren (Glitter) | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Tuurtle | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"MP9 | Goo (Field-Tested)","Sticker | Lucaozy (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Lucaozy (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"R8 Revolver | Amber Fade (Minimal Wear)","Sticker | GamerLegion (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | GamerLegion (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"SSG 08 | Fever Dream (Field-Tested)","Sticker | ENCE (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ENCE (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Clear Polymer (Field-Tested)","Sticker | Cloud9 | Antwerp 2022","STICKER",10,"Sticker | Complexity Gaming | Antwerp 2022","STICKER",10,"Sticker | Team Liquid (Glitter) | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | Cloud9 | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Liquid (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Clear Polymer (Field-Tested)","Sticker | biguzera (Glitter) | Copenhagen 2024","STICKER",10,"Sticker | biguzera (Glitter) | Copenhagen 2024","STICKER",10,"Sticker | biguzera (Glitter) | Copenhagen 2024","STICKER",10,"Sticker | biguzera (Glitter) | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | biguzera (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | biguzera (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | biguzera (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | biguzera (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | biguzera (Glitter) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Clear Polymer (Field-Tested)","Sticker | Heroic (Glitter) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Heroic (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Ironwork (Field-Tested)","Sticker | Grayhound Gaming (Glitter) | Paris 2023","STICKER",10,"Sticker | Grayhound Gaming (Glitter) | Paris 2023","STICKER",10,"Sticker | Grayhound Gaming (Glitter) | Paris 2023","STICKER",10,"Sticker | Grayhound Gaming (Glitter) | Paris 2023","STICKER",10,"[{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | Complexity Gaming | Paris 2023","STICKER",10,"Sticker | Team Liquid | Paris 2023","STICKER",10,"Sticker | xertioN (Glitter) | Paris 2023","STICKER",10,"Sticker | Team Liquid (Glitter) | Paris 2023","STICKER",10,"[{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Liquid | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | xertioN (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Liquid (Glitter) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | iM (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
